ECF_conservative_97;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x;
ECF_democracy;East Caribbean Federation;East Caribbean Federation;East Caribbean Federation;;;;;;;;;;;x;
ECF_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
ECF_fascist_dictatorship;Greater Caribbean Republic;Greater Caribbean Republic;Greater Caribbean Republic;;;;;;;;;;;x;
ECF_hms_government;East Caribbean Kingdom;East Caribbean Kingdom;East Caribbean Kingdom;;;;;;;;;;;x;
ECF_liberal_84;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x;
ECF_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ECF_presidential_dictatorship;East Caribbean Republic;East Caribbean Republic;East Caribbean Republic;;;;;;;;;;;x;
ECF_proletarian_dictatorship;East Caribbean Commune;East Caribbean Commune;East Caribbean Commune;;;;;;;;;;;x;
ECF_prussian_constitutionalism;East Caribbean Kingdom;East Caribbean Kingdom;East Caribbean Kingdom;;;;;;;;;;;x;
ECF_reactionary_81;One Nation Party;One Nation Party;One Nation Party;;;;;;;;;;;x;
ECF_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
ECF_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
ECF;East Caribbean Federation;East Caribbean Federation;East Caribbean Federation;;;;;;;;;;;x;
ENL_absolute_monarchy;England;England;England;;;;;;;;;;;x;
ENL_ADJ;English;English;English;;;;;;;;;;;x;
ENL_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
ENL_bourgeois_dictatorship;English Republic;English Republic;English Republic;;;;;;;;;;;x;
ENL_communist_79;CPE;CPE;CPE;;;;;;;;;;;x;
ENL_conservative_110;Conservative and Unionist Party;Conservative and Unionist Party;Conservative and Unionist Party;;;;;;;;;;;x;
ENL_democracy;England;England;England;;;;;;;;;;;x;
ENL_fascist_67;EUF;EUF;EUF;;;;;;;;;;;x;
ENL_fascist_dictatorship;Greater England;Greater England;Greater England;;;;;;;;;;;x;
ENL_hms_government;England;England;England;;;;;;;;;;;x;
ENL_liberal_84;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x;
ENL_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ENL_presidential_dictatorship;English Republic;English Republic;English Republic;;;;;;;;;;;x;
ENL_proletarian_dictatorship;Union of England;Union of England;Union of England;;;;;;;;;;;x;
ENL_prussian_constitutionalism;England;England;England;;;;;;;;;;;x;
ENL_reactionary_74;The Crown;The Crown;The Crown;;;;;;;;;;;x;
ENL_socialist_87;Labour Party;Labour Party;Labour Party;;;;;;;;;;;x;
ENL_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
ENL;England;England;England;;;;;;;;;;;x;
EPL_absolute_monarchy;Kingdom of East Poland;Kingdom of East Poland;Kingdom of East Poland;;;;;;;;;;;x
EPL_ADJ;Polish;Polish;Polish;;;;;;;;;;;x
EPL_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
EPL_bourgeois_dictatorship;Republic of Poland;Republic of Poland;Republic of Poland;;;;;;;;;;;x
EPL_communist_86;Communists;Communists;Communists;;;;;;;;;;;x
EPL_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x
EPL_democracy;Commonwealth of Poland;Commonwealth of Poland;Commonwealth of Poland;;;;;;;;;;;x
EPL_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x
EPL_fascist_dictatorship;Commonwealth of Greater Poland;Commonwealth of Greater Poland;Commonwealth of Greater Poland;;;;;;;;;;;x
EPL_hms_government;Kingdom of East Poland;Kingdom of East Poland;Kingdom of East Poland;;;;;;;;;;;x
EPL_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x
EPL_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x
EPL_presidential_dictatorship;Republic of Poland;Republic of Poland;Republic of Poland;;;;;;;;;;;x
EPL_proletarian_dictatorship;PDR;PDR;PDR;;;;;;;;;;;x
EPL_prussian_constitutionalism;Kingdom of East Poland;Kingdom of East Poland;Kingdom of East Poland;;;;;;;;;;;x
EPL_reactionary_78;Nationalists ;Nationalists ;Nationalists ;;;;;;;;;;;x
EPL_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x
EPL_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x
EPL;East Poland;East Poland;East Poland;;;;;;;;;;;x
ERI_absolute_monarchy;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;
ERI_ADJ;Eritrean;Eritrean;Eritrean;;;;;;;;;;;x;
ERI_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
ERI_bourgeois_dictatorship;Republic Of Eritrea;Republic Of Eritrea;Republic Of Eritrea;;;;;;;;;;;x;
ERI_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
ERI_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
ERI_democracy;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;
ERI_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
ERI_fascist_dictatorship;State of Eritrea;State of Eritrea;State of Eritrea;;;;;;;;;;;x;
ERI_hms_government;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;
ERI_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
ERI_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ERI_presidential_dictatorship;Republic Of Eritrea;Republic Of Eritrea;Republic Of Eritrea;;;;;;;;;;;x;
ERI_proletarian_dictatorship;People�s Republic of Eritrea;People�s Republic of Eritrea;People�s Republic of Eritrea;;;;;;;;;;;x;
ERI_prussian_constitutionalism;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;
ERI_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
ERI_socialist_120;People's Front for Democracy and Justice;People's Front for Democracy and Justice;People's Front for Democracy and Justice;;;;;;;;;;;x;
ERI_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
ERI;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;
ESS_absolute_monarchy;Kingdom of Essex;Kingdom of Essex;Kingdom of Essex;;;;;;;;;;;x;
ESS_ADJ;Essaxon;Essaxon;Essaxon;;;;;;;;;;;x;
ESS_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
ESS_bourgeois_dictatorship;Republic of Essex;Republic of Essex;Republic of Essex;;;;;;;;;;;x;
ESS_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
ESS_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
ESS_democracy;Essex;Essex;Essex;;;;;;;;;;;x;
ESS_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
ESS_fascist_dictatorship;Greater Essex;Greater Essex;Greater Essex;;;;;;;;;;;x;
ESS_hms_government;Kingdom of Essex;Kingdom of Essex;Kingdom of Essex;;;;;;;;;;;x;
ESS_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
ESS_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ESS_presidential_dictatorship;Republic of Essex;Republic of Essex;Republic of Essex;;;;;;;;;;;x;
ESS_proletarian_dictatorship;People�s Republic of Essex;People�s Republic of Essex;People�s Republic of Essex;;;;;;;;;;;x;
ESS_prussian_constitutionalism;Kingdom of Essex;Kingdom of Essex;Kingdom of Essex;;;;;;;;;;;x;
ESS_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
ESS_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
ESS_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
ESS;Essex;Essex;Essex;;;;;;;;;;;x;
EUS_absolute_monarchy;Kingdom of Euskadi;Kingdom of Euskadi;Kingdom of Euskadi;;;;;;;;;;;x;
EUS_ADJ;Basque;Basque;Basque;;;;;;;;;;;x;
EUS_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
EUS_bourgeois_dictatorship;Republic of Euskadi;Republic of Euskadi;Republic of Euskadi;;;;;;;;;;;x;
EUS_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
EUS_conservative_93;National Unity;National Unity;National Unity;;;;;;;;;;;x;
EUS_democracy;Euskadi;Euskadi;Euskadi;;;;;;;;;;;x;
EUS_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
EUS_fascist_dictatorship;State of Euskadi;State of Euskadi;State of Euskadi;;;;;;;;;;;x;
EUS_hms_government;Kingdom of Euskadi;Kingdom of Euskadi;Kingdom of Euskadi;;;;;;;;;;;x;
EUS_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
EUS_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
EUS_presidential_dictatorship;Republic of Euskadi;Republic of Euskadi;Republic of Euskadi;;;;;;;;;;;x;
EUS_proletarian_dictatorship;Peoples Republic of Euskadi;Peoples Republic of Euskadi;Peoples Republic of Euskadi;;;;;;;;;;;x;
EUS_prussian_constitutionalism;Kingdom of Euskadi;Kingdom of Euskadi;Kingdom of Euskadi;;;;;;;;;;;x;
EUS_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
EUS_socialist_103;Euskadiko Alderdi Sozialista;Euskadiko Alderdi Sozialista;Euskadiko Alderdi Sozialista;;;;;;;;;;;x;
EUS_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
EUS;Euskadi;Euskadi;Euskadi;;;;;;;;;;;x;
EXT_absolute_monarchy;Kingdom of Extremadura;Kingdom of Extremadura;Kingdom of Extremadura;;;;;;;;;;;x;
EXT_ADJ;Extremaduran;Extremaduran;Extremaduran;;;;;;;;;;;x;
EXT_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
EXT_bourgeois_dictatorship;Republic of Extremadura;Republic of Extremadura;Republic of Extremadura;;;;;;;;;;;x;
EXT_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
EXT_conservative_94;Partido Espa�ol;Partido Espa�ol;Partido Espa�ol;;;;;;;;;;;x;
EXT_democracy;Extremadura;Extremadura;Extremadura;;;;;;;;;;;x;
EXT_fascist_80;Uni�n Falangista;Uni�n Falangista;Uni�n Falangista;;;;;;;;;;;x;
EXT_fascist_dictatorship;Falangist State of Extremadura;Falangist State of Extremadura;Falangist State of Extremadura;;;;;;;;;;;x;
EXT_hms_government;Extremadura;Extremadura;Extremadura;;;;;;;;;;;x;
EXT_liberal_85;Estremaura Unia;Estremaura Unia;Estremaura Unia;;;;;;;;;;;x;
EXT_liberal_95;Partiu Estreme�u Populal;Partiu Estreme�u Populal;Partiu Estreme�u Populal;;;;;;;;;;;x;
EXT_presidential_dictatorship;Republic of Extremadura;Republic of Extremadura;Republic of Extremadura;;;;;;;;;;;x;
EXT_proletarian_dictatorship;People�s Republic of Extremadura;People�s Republic of Extremadura;People�s Republic of Extremadura;;;;;;;;;;;x;
EXT_prussian_constitutionalism;Extremadura;Extremadura;Extremadura;;;;;;;;;;;x;
EXT_reactionary_77;Partiu d'Rey;Partiu d'Rey;Partiu d'Rey;;;;;;;;;;;x;
EXT_socialist_113;Partido Socialista Obrero Espa�ol;Partido Socialista Obrero Espa�ol;Partido Socialista Obrero Espa�ol;;;;;;;;;;;x;
EXT_socialist_91;Izquierda Unida ;Izquierda Unida ;Izquierda Unida ;;;;;;;;;;;x;
EXT;Extremadura;Extremadura;Extremadura;;;;;;;;;;;x;
FRI_absolute_monarchy;Duchy of Frisia;Duchy of Frisia;Duchy of Frisia;;;;;;;;;;;x;
FRI_ADJ;Frisian;Frisian;Frisian;;;;;;;;;;;x;
FRI_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
FRI_bourgeois_dictatorship;Republic of Frisia;Republic of Frisia;Republic of Frisia;;;;;;;;;;;x;
FRI_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
FRI_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
FRI_democracy;Frisian Free State ;Frisian Free State ;Frisian Free State ;;;;;;;;;;;x;
FRI_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
FRI_fascist_dictatorship;Frisian Free State ;Frisian Free State ;Frisian Free State ;;;;;;;;;;;x;
FRI_hms_government;Duchy of Frisia;Duchy of Frisia;Duchy of Frisia;;;;;;;;;;;x;
FRI_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
FRI_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
FRI_presidential_dictatorship;Frisian Free State ;Frisian Free State ;Frisian Free State ;;;;;;;;;;;x;
FRI_proletarian_dictatorship;Commune of Friesland;Commune of Friesland;Commune of Friesland;;;;;;;;;;;x;
FRI_prussian_constitutionalism;Duchy of Frisia;Duchy of Frisia;Duchy of Frisia;;;;;;;;;;;x;
FRI_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
FRI_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
FRI_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
FRI;Friesland;Friesland;Friesland;;;;;;;;;;;x;
GAC_absolute_monarchy;Galicia and Lodomeria;Galicia and Lodomeria;Galicia and Lodomeria;;;;;;;;;;;x;
GAC_ADJ;Galician Lodmerian;Galician Lodmerian;Galician Lodmerian;;;;;;;;;;;x;
GAC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GAC_bourgeois_dictatorship;Galician and Lodomerian Federation;Galician and Lodomerian Federation;Galician and Lodomerian Federation;;;;;;;;;;;x;
GAC_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
GAC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
GAC_democracy;Galicia and Lodomeria;Galicia and Lodomeria;Galicia and Lodomeria;;;;;;;;;;;x;
GAC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
GAC_fascist_dictatorship;State of Volhynia;State of Volhynia;State of Volhynia;;;;;;;;;;;x;
GAC_hms_government;Galicia and Lodomeria;Galicia and Lodomeria;Galicia and Lodomeria;;;;;;;;;;;x;
GAC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GAC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GAC_presidential_dictatorship;Galician and Lodomerian Federation;Galician and Lodomerian Federation;Galician and Lodomerian Federation;;;;;;;;;;;x;
GAC_proletarian_dictatorship;Soviet State of Galicia and Lodomeria;Soviet State of Galicia and Lodomeria;Soviet State of Galicia and Lodomeria;;;;;;;;;;;x;
GAC_prussian_constitutionalism;Galicia and Lodomeria;Galicia and Lodomeria;Galicia and Lodomeria;;;;;;;;;;;x;
GAC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GAC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
GAC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GAC;Galicia and Lodomeria;Galicia and Lodomeria;Galicia and Lodomeria;;;;;;;;;;;x;
GAL_absolute_monarchy;Kingdom of Galicia;Kingdom of Galicia;Kingdom of Galicia;;;;;;;;;;;x;
GAL_ADJ;Galician;Galician;Galician;;;;;;;;;;;x;
GAL_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GAL_bourgeois_dictatorship;Republic of Galicia ;Republic of Galicia ;Republic of Galicia ;;;;;;;;;;;x;
GAL_communist_96;Uni�n Popular Galega;Uni�n Popular Galega;Uni�n Popular Galega;;;;;;;;;;;x;
GAL_conservative_106;Unidade Democr�tica Galega ;Unidade Democr�tica Galega ;Unidade Democr�tica Galega ;;;;;;;;;;;x;
GAL_democracy;Galicia ;Galicia ;Galicia ;;;;;;;;;;;x;
GAL_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
GAL_fascist_dictatorship;Republic of Galicia ;Republic of Galicia ;Republic of Galicia ;;;;;;;;;;;x;
GAL_hms_government;Galicia;Galicia;Galicia;;;;;;;;;;;x;
GAL_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GAL_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GAL_presidential_dictatorship;Republic of Galicia ;Republic of Galicia ;Republic of Galicia ;;;;;;;;;;;x;
GAL_proletarian_dictatorship;Peoples Republic of Galicia ;Peoples Republic of Galicia ;Peoples Republic of Galicia ;;;;;;;;;;;x;
GAL_prussian_constitutionalism;Galicia;Galicia;Galicia;;;;;;;;;;;x;
GAL_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GAL_socialist_100;Partido Socialista Galego;Partido Socialista Galego;Partido Socialista Galego;;;;;;;;;;;x;
GAL_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GAL;Galicia;Galicia;Galicia;;;;;;;;;;;x;
GEN_absolute_monarchy;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_ADJ;Genoan;Genoan;Genoan;;;;;;;;;;;x
GEN_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
GEN_bourgeois_dictatorship;Republic of Genoa;Republic of Genoa;Republic of Genoa;;;;;;;;;;;x
GEN_communist_86;Italian Communist Party ;Italian Communist Party ;Italian Communist Party ;;;;;;;;;;;x
GEN_conservative_92;Christian Democracy ;Christian Democracy ;Christian Democracy ;;;;;;;;;;;x
GEN_democracy;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_fascist_72;Italian Social Movement;Italian Social Movement;Italian Social Movement;;;;;;;;;;;x
GEN_fascist_dictatorship;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_hms_government;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x
GEN_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x
GEN_presidential_dictatorship;Republic of Genoa;Republic of Genoa;Republic of Genoa;;;;;;;;;;;x
GEN_proletarian_dictatorship;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_prussian_constitutionalism;Genoa;Genoa;Genoa;;;;;;;;;;;x
GEN_reactionary_84;Monarchist Alliance ;Monarchist Alliance ;Monarchist Alliance ;;;;;;;;;;;x
GEN_socialist_85;Genovesi Socialist Party ;Genovesi Socialist Party ;Genovesi Socialist Party ;;;;;;;;;;;x
GEN_socialist_99;Genovesi Republican Party;Genovesi Republican Party;Genovesi Republican Party;;;;;;;;;;;x
GEN;Genoa;Genoa;Genoa;;;;;;;;;;;x
GSA_absolute_monarchy;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GSA_ADJ;German African;German African;German African;;;;;;;;;;;x;
GSA_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GSA_bourgeois_dictatorship;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GSA_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
GSA_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
GSA_democracy;Republic of German Southwest Africa;Republic of German Southwest Africa;Republic of German Southwest Africa;;;;;;;;;;;x;
GSA_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
GSA_fascist_dictatorship;State of German Southwest Africa;State of German Southwest Africa;State of German Southwest Africa;;;;;;;;;;;x;
GSA_hms_government;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GSA_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GSA_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GSA_presidential_dictatorship;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GSA_proletarian_dictatorship;GSADR;GSADR;GSADR;;;;;;;;;;;x;
GSA_prussian_constitutionalism;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GSA_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GSA_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
GSA_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GSA;German Southwest Africa;German Southwest Africa;German Southwest Africa;;;;;;;;;;;x;
GUC_absolute_monarchy;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_ADJ;Guyanese;Guyanese;Guyanese;;;;;;;;;;;x;
GUC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GUC_bourgeois_dictatorship;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
GUC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
GUC_democracy;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
GUC_fascist_dictatorship;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_hms_government;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GUC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GUC_presidential_dictatorship;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_proletarian_dictatorship;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_prussian_constitutionalism;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GUC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
GUC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GUC;Guyana Cooperative;Guyana Cooperative;Guyana Cooperative;;;;;;;;;;;x;
GUY_absolute_monarchy;Kingdom of Guyane;Kingdom of Guyane;Kingdom of Guyane;;;;;;;;;;;x;
GUY_ADJ;Guyanese;Guyanese;Guyanese;;;;;;;;;;;x;
GUY_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GUY_bourgeois_dictatorship;Republic of Guyane;Republic of Guyane;Republic of Guyane;;;;;;;;;;;x;
GUY_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
GUY_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
GUY_democracy;Republic of Guyane;Republic of Guyane;Republic of Guyane;;;;;;;;;;;x;
GUY_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
GUY_fascist_dictatorship;State of Guyane;State of Guyane;State of Guyane;;;;;;;;;;;x;
GUY_hms_government;Kingdom of Guyane;Kingdom of Guyane;Kingdom of Guyane;;;;;;;;;;;x;
GUY_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GUY_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GUY_presidential_dictatorship;Republic of Guyane;Republic of Guyane;Republic of Guyane;;;;;;;;;;;x;
GUY_proletarian_dictatorship;Commune of Guyane;Commune of Guyane;Commune of Guyane;;;;;;;;;;;x;
GUY_prussian_constitutionalism;Kingdom of Guyane;Kingdom of Guyane;Kingdom of Guyane;;;;;;;;;;;x;
GUY_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GUY_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
GUY_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GUY;Guyane;Guyane;Guyane;;;;;;;;;;;x;
IDA_absolute_monarchy;Empire Of Indonesia;Empire Of Indonesia;Empire Of Indonesia;;;;;;;;;;;x;
IDA_ADJ;Indonesian;Indonesian;Indonesian;;;;;;;;;;;x;
IDA_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
IDA_bourgeois_dictatorship;Republic of Indonesia;Republic of Indonesia;Republic of Indonesia;;;;;;;;;;;x;
IDA_communist_104;Communist Party of Indonesia;Communist Party of Indonesia;Communist Party of Indonesia;;;;;;;;;;;x;
IDA_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
IDA_democracy;Indonesia;Indonesia;Indonesia;;;;;;;;;;;x;
IDA_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
IDA_fascist_dictatorship;Greather Indonesian State;Greather Indonesian State;Greather Indonesian State;;;;;;;;;;;x;
IDA_hms_government;Indonesia;Indonesia;Indonesia;;;;;;;;;;;x;
IDA_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
IDA_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
IDA_presidential_dictatorship;Islamic Indonesian Islands League;Islamic Indonesian Islands League;Islamic Indonesian Islands League;;;;;;;;;;;x;
IDA_proletarian_dictatorship;Peoples Republic of Indonesia;Peoples Republic of Indonesia;Peoples Republic of Indonesia;;;;;;;;;;;x;
IDA_prussian_constitutionalism;Indonesia;Indonesia;Indonesia;;;;;;;;;;;x;
IDA_reactionary_77;Nationalists;Nationalists;Nationalists;;;;;;;;;;;x;
IDA_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
IDA_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
IDA;Indonesia;Indonesia;Indonesia;;;;;;;;;;;x;
JOR_absolute_monarchy;Jordan;Jordan;Jordan;;;;;;;;;;;x;
JOR_ADJ;Jordan;Jordan;Jordan;;;;;;;;;;;x;
JOR_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
JOR_bourgeois_dictatorship;Republic of Jordan;Republic of Jordan;Republic of Jordan;;;;;;;;;;;x;
JOR_communist_101;Jordanian Communist Party;Jordanian Communist Party;Jordanian Communist Party;;;;;;;;;;;x;
JOR_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
JOR_democracy;Jordan;Jordan;Jordan;;;;;;;;;;;x;
JOR_fascist_85;Islamic Action Front ;Islamic Action Front ;Islamic Action Front ;;;;;;;;;;;x;
JOR_fascist_dictatorship;Arab Jordanian Republic;Arab Jordanian Republic;Arab Jordanian Republic;;;;;;;;;;;x;
JOR_hms_government;Jordan;Jordan;Jordan;;;;;;;;;;;x;
JOR_liberal_81;Ma'an List;Ma'an List;Ma'an List;;;;;;;;;;;x;
JOR_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
JOR_presidential_dictatorship;Republic of Jordan;Republic of Jordan;Republic of Jordan;;;;;;;;;;;x;
JOR_proletarian_dictatorship;Socialist Republic of Jordan;Socialist Republic of Jordan;Socialist Republic of Jordan;;;;;;;;;;;x;
JOR_prussian_constitutionalism;Jordan;Jordan;Jordan;;;;;;;;;;;x;
JOR_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
